# 번호,맵코드,X1,Y1,X2,Y2,적을만날최소확률,적을만날최대확률,적의최대수,중복지역일때우선순위,그룹번호1~10,그룹확률,진행중퀘스트,완료퀘스트,그룹번호
# 100:1=1%, 1000:1=0.1%, 10000:1=0.01%, 100000:1=0.001%, 1000000:1=0.0001%
#
#
# 1:두리, 2001~2002:푸우리, 녹우리[0.05%], 1900:다크바로스[0.001%], 1901:펠타리오[0.001%]
#194,200,540,409,619,416,1,6,10,100,310,311,312,313,,,,,,,1,1,1,1,,,,,,,,,
#195,200,600,383,626,406,1,6,10,100,310,311,312,313,,,,,,,1,1,1,1,,,,,,,,,
#196,200,561,402,623,409,1,6,10,100,310,311,312,313,,,,,,,1,1,1,1,,,,,,,,,
#197,200,582,392,591,404,1,6,10,100,310,311,312,313,,,,,,,1,1,1,1,,,,,,,,,
#198,200,591,387,600,406,1,6,10,100,310,311,312,313,,,,,,,1,1,1,1,,,,,,,,,
#199,200,588,425,616,441,1,6,10,100,310,311,312,313,,,,,,,1,1,1,1,,,,,,,,,
#200,200,568,423,577,467,1,6,10,100,310,311,312,313,,,,,,,1,1,1,1,,,,,,,,,
#201,200,575,421,590,460,1,6,10,100,310,311,312,313,,,,,,,1,1,1,1,,,,,,,,,
#202,200,582,438,595,448,1,6,10,100,310,311,312,313,,,,,,,1,1,1,1,,,,,,,,,
# 10201~10203:쿠오의 해저통로, 10204:성인식 장소
# 317:쟈그라, 2059~2062:석화케스, 판그라, 판그, 쟈하드, 1900:다크바로스[0.001%], 1901:펠타리오[0.001%]
203,10201,0,0,39,59,1,7,10,10,318,317,2059,2060,2061,2062,1900,1901,,,90000,10000,25,25,25,25,1,1,,,,,
#204,10202,0,0,39,59,1,7,8,1,9999,,,,,,,,,,1,,,,,,,,,,,,
# 319:쟈그, 2059~2062:석화케스, 판그라, 판그, 쟈하드, 1900:다크바로스[0.001%], 1901:펠타리오[0.001%]
205,10203,0,0,39,59,1,7,10,10,320,319,2059,2060,2061,2062,1900,1901,,,90000,10000,25,25,25,25,1,1,,,,,
#208,10204,0,0,199,50,1,5,5,1,9999,,,,,,,,,,1,,,,,,,,,,,,
#
# 328:꼬미, 2006~2009:꼬꼬미, 꼬이미, 돌꼬비, 푸미[0.025%], 1900:다크바로스[0.001%], 1901:펠타리오[0.001%]
209,20301,0,0,149,149,1,7,8,1,329,328,2006,2007,2008,2009,1900,1901,,,90000,10000,25,25,25,25,1,1,,,,,
# 330:꼬비, 2006~2009:꼬꼬미, 꼬이미, 돌꼬비, 푸미[0.025%], 1900:다크바로스[0.001%], 1901:펠타리오[0.001%]
210,20301,150,0,299,149,1,8,8,10,331,330,2006,2007,2008,2009,1900,1901,,,90000,10000,25,25,25,25,1,1,,,,,
#
#211,20101,0,0,49,69,1,7,3,1,334,337,339,,,,,,,,20,10,10,,,,,,,,,,
# 333:바우, 2047~2050:바카우, 바쿠우, 푸쿠, 바쿠[0.025%], 1900:다크바로스[0.001%], 1901:펠타리오[0.001%]
212,20102,0,0,39,69,1,7,4,1,334,335,333,2047,2048,2049,2050,1900,1901,,45000,45000,10000,25,25,25,25,1,1,,,,
#213,20103,0,0,49,49,1,7,5,1,337,334,339,,,,,,,,20,10,10,,,,,,,,,,
# 336:카우, 2047~2050:바카우, 바쿠우, 푸쿠, 바쿠[0.025%], 1900:다크바로스[0.001%], 1901:펠타리오[0.001%]
214,20104,0,0,39,39,1,7,6,1,337,338,336,2047,2048,2049,2050,1900,1901,,45000,45000,10000,25,25,25,25,1,1,,,,
#215,20105,0,0,49,69,0,0,5,1,,,,,,,,,,,,,,,,,,,,,,,
#216,20401,0,0,49,49,1,7,3,1,342,346,,,,,,,,,30,10,,,,,,,,,,,
#217,20402,0,0,49,49,1,7,4,1,343,346,,,,,,,,,20,10,,,,,,,,,,,
#218,20403,0,0,49,49,1,7,5,1,343,347,,,,,,,,,20,20,,,,,,,,,,,
# 341:포보, 2044~2046:푸보, 타루쟈, 노보[0.033%], 1900:다크바로스[0.001%], 1901:펠타리오[0.001%]
219,20404,0,0,49,49,1,7,5,1,342,343,344,341,2044,2045,2046,1900,1901,,30000,30000,30000,10000,33,33,33,1,1,,,,
# 345:코리토르스, 2096~2099:노로로크스, 실버로크스, 디로로크스, 진주토로스[0.25%], 1900:다크바로스[0.001%], 1901:펠타리오[0.001%]
220,20405,0,0,49,49,1,7,5,1,348,347,346,345,2096,2097,2098,2099,1900,1901,30000,30000,30000,10000,25,25,25,25,1,1,,,
#221,20406,0,0,49,69,0,0,5,1,,,,,,,,,,,,,,,,,,,,,,,
#222,200,371,866,450,926,1,5,5,300,349,261,265,268,284,288,291,,,,1,2,2,2,2,2,2,,,,,,
#223,100,363,122,430,198,1,5,4,500,145,149,152,350,,,,,,,5,5,5,1,,,,,,,,,
#224,100,363,202,430,252,1,5,3,500,144,148,151,350,,,,,,,5,5,5,1,,,,,,,,,
#225,11101,0,0,69,69,1,3,5,1,351,352,353,431,,,,,,,1,1,5,1,,,,,,,,,
#226,11102,0,0,49,49,1,3,5,1,351,352,353,431,,,,,,,1,5,1,1,,,,,,,,,
#227,11103,0,0,49,49,1,3,5,1,351,352,353,431,,,,,,,5,1,1,1,,,,,,,,,
#228,11104,0,0,49,49,1,3,5,1,354,355,356,431,,,,,,,1,1,1,1,,,,,,,,,
#229,11105,0,0,49,49,1,3,5,1,354,355,356,431,,,,,,,1,1,1,1,,,,,,,,,
#230,11106,0,0,49,49,1,3,5,1,357,358,359,431,,,,,,,1,1,1,1,,,,,,,,,
#231,11107,0,0,49,49,0,0,5,1,,,,,,,,,,,,,,,,,,,,,,,
# 11001~11005:소동굴
#232,11001,0,0,49,49,1,7,3,1,361,364,,,,,,,,,20,10,,,,,,,,,,,
#233,11002,0,0,49,49,1,7,4,1,361,364,,,,,,,,,10,20,,,,,,,,,,,
# 360:깡북이, 2018~2021:물북이, 킹북이, 철북이, 자라북[0.025%], 1900:다크바로스[0.001%], 1901:펠타리오[0.001%]
234,11003,0,0,49,49,1,7,6,1,361,362,360,2018,2019,2020,2021,1900,1901,,45000,45000,10000,25,25,25,25,1,1,,,,
# 363:돌북이, 2018~2021:물북이, 킹북이, 철북이, 자라북[0.025%], 1900:다크바로스[0.001%], 1901:펠타리오[0.001%]
235,11004,0,0,49,49,1,7,8,1,364,365,363,2018,2019,2020,2021,1900,1901,,45000,45000,10000,25,25,25,25,1,1,,,,
#236,11005,0,0,49,49,1,7,10,1,362,365,367,,,,,,,,10,10,10,,,,,,,,,,
# 10601~10605:동쿠링 광산
# 368:카타르카스, 1996~1999:램가스, 굴가스, 로로카스, 골카스, 1900:다크바로스[0.001%], 1901:펠타리오[0.001%]
237,10601,0,0,49,49,1,2,2,1,369,370,371,368,1996,1997,1998,1999,1900,1901,30000,30000,30000,10000,25,25,25,25,1,1,,,
# 372:쿠카스, 1996~1999:램가스, 굴가스, 로로카스, 골카스, 1900:다크바로스[0.001%], 1901:펠타리오[0.001%]
238,10602,0,0,49,49,1,7,3,1,373,374,375,372,1996,1997,1998,1999,1900,1901,30000,30000,30000,10000,25,25,25,25,1,1,,,
#239,10603,0,0,49,49,1,7,5,1,370,374,408,409,410,411,412,413,,,25,15,10,5,3,1,1,1,20,,,,
#240,10604,0,0,49,49,1,1,5,1,370,374,377,408,409,411,412,,,,10,20,10,10,5,1,1,20,,,,,
#241,10605,0,0,49,49,1,7,5,1,378,371,375,408,411,,,,,,40,15,15,10,10,20,,,,,,,
# 10701~10705:도둑의 동굴
#242,10701,0,0,80,80,1,7,5,1,380,383,,,,,,,,,10,10,,,,,,,,,,,
# 379:란베르스, 2096~2099:노로로크스, 실버로크스, 디로로크스, 진주토로스[0.25%], 1900:다크바로스[0.001%], 1901:펠타리오[0.001%]
243,10702,0,0,49,49,1,7,5,1,381,380,379,2096,2097,2098,2099,1900,1901,,45000,45000,10000,25,25,25,25,1,1,,,,
#244,10703,0,0,79,79,1,7,5,1,380,383,,,,,,,,,10,10,,,,,,,,,,,
# 382:코로카스, 1996~1999:램가스, 굴가스, 로로카스, 골카스, 1900:다크바로스[0.001%], 1901:펠타리오[0.001%]
245,10704,0,0,49,49,1,7,5,1,383,384,382,1996,1997,1998,1999,1900,1901,,45000,45000,10000,25,25,25,25,1,1,,,,
#246,10705,0,0,79,79,1,7,5,1,380,383,,,,,,,,,10,10,,,,,,,,,,,
#247,11006,0,0,49,49,0,0,5,1,,,,,,,,,,,,,,,,,,,,,,,
#248,10402,0,0,49,49,1,5,8,1,386,390,,,,,,,,,20,10,,,,,,,,,,,
#249,10403,0,0,49,49,1,5,8,1,386,390,,,,,,,,,10,20,,,,,,,,,,,
#250,10404,0,0,49,49,1,5,8,1,387,391,,,,,,,,,20,10,,,,,,,,,,,
#251,10405,0,0,49,49,1,5,8,1,387,391,,,,,,,,,10,20,,,,,,,,,,,
# 385:베로포리, 2014~2017:베로노크, 베톤, 베노투리, 베로바드[0.025%], 1900:다크바로스[0.001%], 1901:펠타리오[0.001%]
252,10406,0,0,49,49,1,5,8,1,386,387,388,385,2014,2015,2016,2017,1900,1901,30000,30000,30000,10000,25,25,25,25,1,1,,,
# 389:토로쟈, 2044~2046:푸보, 타루쟈, 노보[0.033%], 1900:다크바로스[0.001%], 1901:펠타리오[0.001%]
253,10407,0,0,49,49,1,5,8,1,390,391,392,389,2044,2045,2046,1900,1901,,30000,30000,30000,10000,33,33,33,1,1,,,,
#254,10408,0,0,49,49,0,,8,1,,,,,,,,,,,,,,,,,,,,,,,
#256,101,0,0,29,29,0,0,5,1,,,,,,,,,,,,,,,,,,,,,,,
#257,200,327,708,457,813,1,5,6,1,287,283,284,288,291,261,265,268,,,5,5,10,10,10,10,10,10,,,,,
#258,20801,0,0,69,69,1,7,5,1,395,397,399,403,1209,,,,,,20,10,10,10,20,,,,,,,,
#259,20802,0,0,49,49,1,7,5,1,397,395,399,403,1210,,,,,,10,20,10,10,20,,,,,,,,
#260,20803,0,0,49,49,1,7,5,1,395,397,398,403,1211,,,,,,10,10,20,10,20,,,,,,,,
# 404:신속의 용 405:용감의 용 406:강철의 용
#261,20804,0,0,49,49,1,7,5,1,396,398,400,403,404,1212,,,,,2,2,8,8,1,10,,,,,,,
#262,20805,0,0,49,49,1,7,5,1,396,398,400,403,405,,,,,,2,8,2,8,1,,,,,,,,
#263,20806,0,0,49,49,1,7,5,1,396,398,400,403,406,,,,,,8,2,2,8,1,,,,,,,,
#264,20807,0,0,49,49,0,0,5,1,,,,,,,,,,,,,,,,,,,,,,,
#265,100,463,294,480,300,1,5,10,200,90,93,97,100,,,,,,,1,1,1,1,,,,,,,,,
#267,1099,21,39,27,46,1,7,1,1,414,,,,,,,,,,1,,,,,,,,,,,,
#268,20501,0,0,60,60,1,3,10,1,416,419,422,,,,,,,,20,10,30,,,,,,,,,,
#269,20502,0,0,60,60,1,3,10,1,419,416,422,,,,,,,,20,10,30,,,,,,,,,,
#270,20503,0,0,60,60,1,3,10,1,416,420,422,,,,,,,,20,10,30,,,,,,,,,,
#271,20504,0,0,60,60,1,3,10,1,420,416,422,,,,,,,,20,10,30,,,,,,,,,,
#272,20505,0,0,60,60,1,3,10,1,417,421,422,,,,,,,,20,10,30,,,,,,,,,,
#273,20506,0,0,60,60,1,3,10,1,421,417,422,,,,,,,,20,10,30,,,,,,,,,,
# 415:베로보크, 2014~2017:베로노크, 베톤, 베노투리, 베로바드[0.025%], 1900:다크바로스[0.001%], 1901:펠타리오[0.001%]
274,20507,0,0,60,60,1,3,10,1,416,417,418,415,2014,2015,2016,2017,1900,1901,30000,30000,30000,10000,25,25,25,25,1,1,,,
#275,20508,0,0,25,25,0,0,5,1,,,,,,,,,,,,,,,,,,,,,,,
#276,20601,0,0,59,59,1,7,2,1,423,,,,,,,,,,1,,,,,,,,,,,,
#277,20602,0,0,69,49,1,7,3,1,423,,,,,,,,,,1,,,,,,,,,,,,
#278,20603,0,0,49,69,1,7,3,1,423,1220,,,,,,,,,50,1,,,,,,,,,,,
#279,20604,0,0,59,59,1,7,4,1,423,430,,,,,,,,,10,1,,,,,,,,,,,
#280,20605,0,0,59,79,1,7,4,1,423,430,,,,,,,,,10,1,,,,,,,,,,,
#281,20606,0,0,69,49,1,7,5,1,423,430,,,,,,,,,10,1,,,,,,,,,,,
#282,20607,0,0,79,59,0,0,5,1,,,,,,,,,,,,,,,,,,,,,,,
#283,10901,0,0,50,50,1,5,4,1,424,,,,,,,,,,1,,,,,,,,,,,,
#284,10912,0,0,40,40,1,5,4,1,424,,,,,,,,,,1,,,,,,,,,,,,
#285,10913,0,0,50,50,1,5,4,1,424,,,,,,,,,,1,,,,,,,,,,,,
#286,10914,0,0,40,60,1,5,4,1,425,,,,,,,,,,1,,,,,,,,,,,,
#287,10915,0,0,60,40,1,5,4,1,425,,,,,,,,,,1,,,,,,,,,,,,
#288,10916,0,0,20,80,1,5,4,1,425,,,,,,,,,,1,,,,,,,,,,,,
#289,10917,0,0,100,30,1,5,4,1,426,,,,,,,,,,1,,,,,,,,,,,,
#290,10918,0,0,30,30,1,5,4,1,426,,,,,,,,,,1,,,,,,,,,,,,
#291,10919,0,0,20,20,0,0,4,1,,,,,,,,,,,1,,,,,,,,,,,,
#292,10920,0,0,100,100,0,0,4,1,,,,,,,,,,,1,,,,,,,,,,,,
#293,20701,0,0,50,50,1,5,4,1,427,,,,,,,,,,1,,,,,,,,,,,,
#294,20702,0,0,60,70,1,5,4,1,427,,,,,,,,,,1,,,,,,,,,,,,
#295,20703,0,0,30,30,1,5,4,1,427,,,,,,,,,,1,,,,,,,,,,,,
#296,20704,0,0,20,20,1,5,4,1,427,,,,,,,,,,1,,,,,,,,,,,,
#297,20705,0,0,20,40,1,5,4,1,427,,,,,,,,,,1,,,,,,,,,,,,
#298,20706,0,0,50,50,1,5,4,1,428,,,,,,,,,,1,,,,,,,,,,,,
#299,20707,0,0,60,40,1,5,4,1,428,,,,,,,,,,1,,,,,,,,,,,,
#300,20708,0,0,40,70,1,5,4,1,428,,,,,,,,,,1,,,,,,,,,,,,
#301,20709,0,0,60,60,1,5,4,1,429,,,,,,,,,,1,,,,,,,,,,,,
#302,20710,0,0,50,50,1,5,4,1,429,,,,,,,,,,1,,,,,,,,,,,,
#303,20711,0,0,30,40,0,0,4,1,,,,,,,,,,,1,,,,,,,,,,,,
#304,20712,0,0,50,50,0,0,4,1,,,,,,,,,,,1,,,,,,,,,,,,
#305,300,159,205,252,383,1,5,5,1,433,436,,,,,,,,,1,1,,,,,,,,,,,
#306,300,198,383,322,469,1,5,5,1,433,436,,,,,,,,,1,1,,,,,,,,,,,
#307,300,252,276,319,383,1,5,5,1,433,436,,,,,,,,,1,1,,,,,,,,,,,
#
# 435:고르고르, 2051~2054:도르도르, 성호, 고루루, 페루루[0.025%], 1900:다크바로스[0.001%], 1901:펠타리오[0.001%]
308,300,223,348,246,374,1,5,5,5,436,437,435,2051,2052,2053,2054,1900,1901,,45000,45000,10000,25,25,25,25,1,1,,,,
#
# 432:고르돈, 2040~2043:철기돈, 실버고르돈, 고라돈, 노라돈[0.025%], 1900:다크바로스[0.001%], 1901:펠타리오[0.001%]
309,300,161,331,191,361,1,5,5,5,433,434,432,2040,2041,2042,2043,1900,1901,,45000,45000,10000,25,25,25,25,1,1,,,,
#310,300,322,383,496,540,1,5,5,10,463,465,466,,,,,,,,1,1,1,,,,,,,,,,
#311,300,319,231,486,383,1,5,5,20,439,441,442,,,,,,,,1,1,1,,,,,,,,,,
#312,300,425,78,564,238,1,5,5,30,444,446,,,,,,,,,1,1,,,,,,,,,,,
#313,300,318,146,425,221,1,5,5,20,444,446,,,,,,,,,1,1,,,,,,,,,,,
#
# 443:얀기로, 2029~2031:기라노, 기비노, 프로돈[0.033%], 1900:다크바로스[0.001%], 1901:펠타리오[0.001%]
314,300,490,78,529,108,1,5,5,50,444,443,2029,2030,2031,1900,1901,,,,90000,10000,33,33,33,1,1,,,,,,
#
# 445:반기노, 2029~2031:기라노, 기비노, 프로돈[0.033%], 1900:다크바로스[0.001%], 1901:펠타리오[0.001%]
315,300,427,100,459,126,1,5,5,50,446,445,2029,2030,2031,1900,1901,,,,90000,10000,33,33,33,1,1,,,,,,
#
#316,300,85,37,233,195,1,5,5,70,449,451,452,714,1019,1020,1221,,,,15,15,15,10,20,20,1,,,,,,
#317,300,233,106,276,165,1,5,5,70,449,451,452,1019,1020,,,,,,1,1,1,10,10,,,,,,,,
#318,300,221,85,251,112,1,5,5,70,449,451,452,1019,1020,,,,,,1,1,1,10,10,,,,,,,,
#319,31001,0,0,49,49,0,0,5,1,,,,,,,,,,,20,,,,,,,,,,,,
#320,31002,0,0,49,49,0,0,5,1,,,,,,,,,,,,,,,,,,,,,,,
#321,31003,0,0,24,24,0,0,5,1,,,,,,,,,,,,,,,,,,,,,,,
#322,31101,0,0,49,49,0,0,5,1,1328,,,,,,,,,,20,,,,,,,,,,,,
#323,31102,0,0,49,49,0,0,5,1,,,,,,,,,,,,,,,,,,,,,,,
#324,31103,0,0,24,24,0,0,5,1,,,,,,,,,,,,,,,,,,,,,,,
#325,31201,0,0,49,49,1,7,2,1,455,458,459,,,,,,,,20,10,10,,,,,,,,,,
#326,31202,0,0,39,59,1,7,3,1,458,455,459,,,,,,,,20,10,10,,,,,,,,,,
#
# 454:기라돈, 2040~2043:철기돈, 실버고르돈, 고라돈, 노라돈[0.025%], 1900:다크바로스[0.001%], 1901:펠타리오[0.001%]
327,31203,0,0,49,49,1,7,4,1,455,456,454,2040,2041,2042,2043,1900,1901,,45000,45000,10000,25,25,25,25,1,1,,,,
# 457:고르고, 2040~2043:철기돈, 실버고르돈, 고라돈, 노라돈[0.025%], 1900:다크바로스[0.001%], 1901:펠타리오[0.001%]
328,31204,0,0,59,59,1,7,5,1,458,459,457,2040,2041,2042,2043,1900,1901,,45000,45000,10000,25,25,25,25,1,1,,,,
#329,31205,0,0,24,24,0,0,5,1,,,,,,,,,,,,,,,,,,,,,,,
#
# 462:라고고, 2025~2028:푸고고, 라루루, 기바바, 쥬니[0.025%], 1900:다크바로스[0.001%], 1901:펠타리오[0.001%]
330,300,449,517,466,531,1,5,5,50,463,462,2025,2026,2027,2028,1900,1901,,,90000,10000,25,25,25,25,1,1,,,,,
# 464:토루루, 2025~2028:푸고고, 라루루, 기바바, 쥬니[0.025%], 1900:다크바로스[0.001%], 1901:펠타리오[0.001%]
331,300,367,456,380,469,1,5,5,50,465,464,2025,2026,2027,2028,1900,1901,,,90000,10000,25,25,25,25,1,1,,,,,
#
# 438:반보로, 2029~2031:기라노, 기비노, 프로돈[0.033%], 1900:다크바로스[0.001%], 1901:펠타리오[0.001%]
332,300,393,267,406,280,1,5,5,20,439,438,2029,2030,2031,1900,1901,,,,90000,10000,33,33,33,1,1,,,,,,
# 440:부르돈, 2029~2031:기라노, 기비노, 프로돈[0.033%], 1900:다크바로스[0.001%], 1901:펠타리오[0.001%]
333,300,403,346,418,363,1,5,5,20,441,440,2029,2030,2031,1900,1901,,,,90000,10000,33,33,33,1,1,,,,,,
#
#334,31301,0,0,39,119,1,7,10,1,467,468,469,470,471,1123,1231,,,,5,20,5,20,10,10,20,,,,,,
#335,31501,0,0,39,119,1,7,10,1,467,468,469,470,471,,,,,,20,5,20,5,10,,,,,,,,
# 무이굴 사냥터
#336,31401,0,0,119,39,1,7,5,1,473,475,477,1218,1232,,,,,,10,10,10,1,10,,,,,,,,
# 472:무이, 2067~2070:누이, 가이, 루보스, 노보스[0.025%], 1900:다크바로스[0.001%], 1901:펠타리오[0.001%]
337,31401,45,27,52,35,1,7,5,10,473,472,2067,2068,2069,2070,1900,1901,,,90000,10000,25,25,25,25,1,1,,,,,
#
#338,31701,0,0,49,49,1,7,5,1,478,481,484,,,,,,,,20,10,10,,,,,,,,,,
#339,31702,0,0,49,49,1,7,5,1,478,483,484,,,,,,,,10,20,10,,,,,,,,,,
#340,31703,0,0,49,49,1,7,5,1,479,482,485,,,,,,,,10,10,20,,,,,,,,,,
#341,31704,0,0,49,49,1,7,5,1,479,482,485,487,1021,,,,,,10,10,10,20,20,,,,,,,,
#342,31705,0,0,49,69,1,4,5,1,480,483,486,488,,,,,,,10,10,10,20,,,,,,,,,
#343,31706,0,0,49,79,1,4,5,1,480,483,486,489,,,,,,,10,10,10,20,,,,,,,,,
#344,31706,2,23,7,62,100,100,5,10,480,483,486,489,,,,,,,10,10,10,20,,,,,,,,,
#345,31706,32,23,36,62,100,100,5,10,480,483,486,489,,,,,,,10,10,10,20,,,,,,,,,
#346,31601,0,0,69,69,1,7,5,1,490,492,494,,,,,,,,20,10,10,,,,,,,,,,
#347,31602,0,0,69,69,1,7,5,1,490,492,494,496,,,,,,,10,20,10,20,,,,,,,,,
#348,31603,0,0,99,99,0,0,5,1,,,,,,,,,,,,,,,,,,,,,,,
#349,31604,0,0,69,69,1,7,5,1,490,492,494,,,,,,,,10,10,20,,,,,,,,,,
#350,31605,0,0,69,69,1,7,5,1,491,493,495,496,497,,,,,,20,10,10,10,5,,,,,,,,
#351,31606,0,0,99,99,0,0,5,1,,,,,,,,,,,,,,,,,,,,,,,
#352,31607,0,0,69,69,1,7,5,1,491,493,495,,,,,,,,10,20,10,,,,,,,,,,
#353,31608,0,0,69,69,1,7,5,1,491,493,495,497,,,,,,,10,10,20,10,,,,,,,,,
#354,31609,0,0,99,99,0,0,5,1,,,,,,,,,,,,,,,,,,,,,,,
#355,31610,0,0,49,49,0,0,5,1,,,,,,,,,,,,,,,,,,,,,,,
#356,31801,0,0,49,49,1,7,8,1,502,504,506,508,,,,,,,2,1,1,6,,,,,,,,,
#357,31802,0,0,49,49,1,7,8,1,502,504,506,508,,,,,,,1,2,1,6,,,,,,,,,
#358,31803,0,0,49,49,1,7,10,1,503,505,507,508,,,,,,,2,1,1,6,,,,,,,,,
#359,31804,0,0,49,49,1,7,10,1,503,505,507,1219,,,,,,,20,20,10,1,,,,,,,,,
#360,31805,0,0,49,49,0,0,5,1,,,,,,,,,,,,,,,,,,,,,,,
#361,31806,0,0,49,49,1,2,5,1,499,501,826,1327,,,,,,,1,1,2,1,,,,,,,,,
#
# 498:비트로스, 2063~2066:라가로스, 기트로스, 노트로스, 돌가로스, 1900:다크바로스[0.001%], 1901:펠타리오[0.001%]
362,31806,0,0,25,25,1,2,5,10,499,498,2063,2064,2065,2066,1900,1901,,,90000,10000,25,25,25,25,1,1,,,,,
# 500:오가로스, 2088:지가로스[0.1%], 1900:다크바로스[0.001%], 1901:펠타리오[0.001%]
363,31806,0,25,50,50,1,2,5,10,501,500,2088,1900,1901,,,,,,90000,10000,100,1,1,,,,,,,,
#
#364,5000,0,0,89,89,0,0,5,1,,,,,,,,,,,,,,,,,,,,,,,
#365,5100,0,0,89,89,0,0,5,1,,,,,,,,,,,,,,,,,,,,,,,
#366,6000,0,0,91,116,0,0,5,1,,,,,,,,,,,,,,,,,,,,,,,
# 채석장
# 1층 사냥터
#367,31901,0,0,79,79,1,7,5,1,511,515,,,,,,,,,1,1,1,1,,,,,,,,,
# 2~6층
#368,31902,0,0,14,9,0,0,5,1,,,,,,,,,,,,,,,,,,,,,,,
#369,31903,0,0,79,79,1,7,5,1,511,515,518,,,,,,,,1,1,1,,,,,,,,,,
#370,31904,0,0,59,69,1,7,5,1,512,516,,,,,,,,,1,1,,,,,,,,,,,
#371,31905,0,0,59,59,1,7,5,1,512,516,519,,,,,,,,1,1,1,,,,,,,,,,
#372,31906,0,0,59,59,1,7,5,1,513,517,,,,,,,,,1,1,,,,,,,,,,,
#373,31907,0,0,59,49,1,7,10,1,513,517,520,521,522,,,,,,1,1,1,1,1,,,,,,,,
#374,31908,0,0,59,59,1,7,5,1,511,515,520,,,,,,,,1,1,1,,,,,,,,,,
# 8층 퀘하는곳
#375,31909,0,0,19,29,0,0,5,1,,,,,,,,,,,,,,,,,,,,,,,
# 진실의 방
#376,31910,0,0,19,19,0,0,5,1,,,,,,,,,,,,,,,,,,,,,,,
#377,31911,0,0,19,19,0,0,5,1,,,,,,,,,,,,,,,,,,,,,,,
#
# 448:마모나스, 2074~2077:메모스, 푸모나스, 만모드, 실버로스[0.025%], 1900:다크바로스[0.001%], 1901:펠타리오[0.001%]
378,300,112,37,162,74,1,3,5,100,449,448,2074,2075,2076,2077,1900,1901,,,90000,10000,25,25,25,25,1,1,,,,,
# 450:만모로스, 2074~2077:메모스, 푸모나스, 만모드, 실버로스[0.025%], 1900:다크바로스[0.001%], 1901:펠타리오[0.001%]
379,300,93,121,117,157,1,3,5,100,451,450,2074,2075,2076,2077,1900,1901,,,90000,10000,25,25,25,25,1,1,,,,,
# 510:만모, 2074~2077:메모스, 푸모나스, 만모드, 실버로스[0.025%], 1900:다크바로스[0.001%], 1901:펠타리오[0.001%]
380,31904,0,0,59,59,1,3,5,10,511,510,2074,2075,2076,2077,1900,1901,,,90000,10000,25,25,25,25,1,1,,,,,
# 514:만모르, 2074~2077:메모스, 푸모나스, 만모드, 실버로스[0.025%], 1900:다크바로스[0.001%], 1901:펠타리오[0.001%]
381,31906,0,0,59,59,1,3,5,10,515,514,2074,2075,2076,2077,1900,1901,,,90000,10000,25,25,25,25,1,1,,,,,
#
#382,400,0,0,149,148,1,5,10,1,523,524,525,526,527,529,809,,,,2,2,2,2,2,1,15,,,,,,
#
# 528:프라키토스, 2071~2073:푸비토스, 부라키오스, 노라키토스[0.033%], 1900:다크바로스[0.001%], 1901:펠타리오[0.001%]
383,400,0,0,149,148,1,3,10,10,529,528,2071,2072,2073,1900,1901,,,,90000,10000,33,33,33,1,1,,,,,,
#
#384,30201,0,0,49,49,1,7,6,1,530,531,532,,,,,,,,30,10,10,,,,,,,,,,
#385,30202,0,0,49,49,1,7,8,1,530,531,532,,,,,,,,30,10,10,,,,,,,,,,
#386,30203,0,0,99,99,1,7,10,1,530,531,532,823,,,,,,,10,10,10,30,,,,,,,,,
#387,30204,0,0,49,49,1,7,8,1,530,531,532,,,,,,,,10,30,10,,,,,,,,,,
#388,30205,0,0,49,49,1,7,6,1,530,531,532,,,,,,,,10,30,10,,,,,,,,,,
#389,30101,0,0,99,99,1,7,5,1,533,537,,,,,,,,,2,1,,,,,,,,,,,
#390,30102,0,0,39,39,1,7,5,1,533,537,,,,,,,,,2,1,,,,,,,,,,,
#391,30103,0,0,69,69,1,7,5,1,534,537,,,,,,,,,2,1,,,,,,,,,,,
#392,30104,0,0,49,49,1,7,5,1,534,537,,,,,,,,,2,1,,,,,,,,,,,
#393,30105,0,0,29,29,1,7,5,1,535,537,,,,,,,,,2,1,,,,,,,,,,,
#394,30106,0,0,49,49,1,7,5,1,535,537,,,,,,,,,2,1,,,,,,,,,,,
#395,30107,0,0,49,69,1,7,5,1,536,537,,,,,,,,,2,1,,,,,,,,,,,
#396,30108,0,0,29,29,1,7,5,1,536,537,,,,,,,,,2,1,,,,,,,,,,,
#397,40,0,0,19,19,0,0,5,1,,,,,,,,,,,,,,,,,,,,,,,
#398,200,360,213,424,284,1,5,5,10,309,308,539,540,541,,,,,,3,3,2,3,3,,,,,,,,
#399,20901,0,0,69,69,1,7,5,1,550,551,552,553,,,,,,,10,3,3,4,,,,,,,,,
#400,20902,0,0,59,59,1,7,6,1,546,547,548,549,,,,,,,10,3,3,4,,,,,,,,,
#401,20903,0,0,49,49,1,7,5,1,542,543,544,545,,,,,,,10,3,3,4,,,,,,,,,
#402,201,0,0,29,39,0,0,5,1,,,,,,,,,,,,,,,,,,,,,,,
#406,41,3,6,33,19,1,5,10,1,558,559,563,564,,,,,,,5,5,1,1,,,,,,,,,
#407,41,3,6,17,34,1,5,10,10,558,559,563,564,,,,,,,5,5,1,1,,,,,,,,,
# 557:보크곤, 2022~2024:골드곤, 기고아, 타로아[0.033%], 1900:다크바로스[0.001%], 1901:펠타리오[0.001%]
